id,text_clean,text_emojis_mapped,text_lemma,n_tokens
2800,ах какие ребята собрались уважают федю,ах какие ребята собрались уважают федю,ах какие ребята собрались уважают федю,6
2801,jones is so insecure  he doesn t wanna print money if that means a loss,jones is so insecure  he doesn t wanna print money if that means a loss,jones be so insecure he doesn t wanna print money if that mean a loss,15
2802,zero character on chicken legs,zero character on chicken legs,zero character on chicken leg,5
2803,tom aspinal fans are the biggest clowns in mma now  i will always pay to watch jon jones fight  i ll never pay to watch tom unless he s fighting jon,tom aspinal fans are the biggest clowns in mma now  i will always pay to watch jon jones fight  i ll never pay to watch tom unless he s fighting jon,tom aspinal fan be the big clown in mma now I will always pay to watch jon jones fight I ll never pay to watch tom unless he s fight jon,31
2804,john has no legacy  he s a bum,john has no legacy  he s a bum,john have no legacy he s a bum,8
2805,thanks for sharing this  learned a lot,thanks for sharing this  learned a lot,thank for share this learn a lot,7
2806,when you and i were fighting dc  i was so passionate that i ended up using peds,when you and i were fighting dc  i was so passionate that i ended up using peds,when you and I be fight dc I be so passionate that I end up use ped,17
2807,he was grilled  but not enough  he probably should have been oiled up before too,he was grilled  but not enough  he probably should have been oiled up before too,he be grill but not enough he probably should have be oil up before too,15
2808,he didn t slap just like he never slapped khabib,he didn t slap just like he never slapped khabib,he didn t slap just like he never slap khabib,10
2809,speak louder not changing your opinion into a fact,speak louder not changing your opinion into a fact,speak louder not change your opinion into a fact,9
2810,dc shoulda walked off after his stipe ko  nice of him to give stipe the rematch but he deserved that cejudo khabib gsp walk off on top  the guy was a career second best to the best ever and at that time he slept the best hw ever on paper with some dirty boxing  it was awesome and cool to see  second place in nationals to cael  second to jones twice  second in big 12s two times  his year for olympics had to pull out for health issues  all the bs with his jones losses being tainted and he goes back up and sleeps stipe  perfect time to retire or maybe after one defense against black beast  true champ on and off the mat in and out of the cage  great dude great fighter  all heart and picked himself back up so many times and never quit  under sized but big hear very inspiring  there will never be another fighter like him except maybe a gable stevenson or something if he ever jumped in the ring  this man was a dawg and aka in his era was amazing  cain dc khabib striking into takedowns with endless maniac gas tanks  even rockhold in his prime,dc shoulda walked off after his stipe ko  nice of him to give stipe the rematch but he deserved that cejudo khabib gsp walk off on top  the guy was a career second best to the best ever and at that time he slept the best hw ever on paper with some dirty boxing  it was awesome and cool to see  second place in nationals to cael  second to jones twice  second in big 12s two times  his year for olympics had to pull out for health issues  all the bs with his jones losses being tainted and he goes back up and sleeps stipe  perfect time to retire or maybe after one defense against black beast  true champ on and off the mat in and out of the cage  great dude great fighter  all heart and picked himself back up so many times and never quit  under sized but big hear very inspiring  there will never be another fighter like him except maybe a gable stevenson or something if he ever jumped in the ring  this man was a dawg and aka in his era was amazing  cain dc khabib striking into takedowns with endless maniac gas tanks  even rockhold in his prime,dc shoulda walk off after his stipe ko nice of he to give stipe the rematch but he deserve that cejudo khabib gsp walk off on top the guy be a career second well to the good ever and at that time he sleep the good hw ever on paper with some dirty boxing it be awesome and cool to see second place in national to cael second to jones twice second in big 12s two time his year for olympic have to pull out for health issue all the bs with his jones loss be taint and he go back up and sleep stipe perfect time to retire or maybe after one defense against black beast true champ on and off the mat in and out of the cage great dude great fighter all heart and pick himself back up so many time and never quit under sized but big hear very inspiring there will never be another fighter like he except maybe a gable stevenson or something if he ever jump in the ring this man be a dawg and aka in his era be amazing cain dc khabib strike into takedown with endless maniac gas tank even rockhold in his prime,204
2811,this was the very first bout we learned switching bodies was a possible technique,this was the very first bout we learned switching bodies was a possible technique,this be the very first bout we learn switch body be a possible technique,14
2812,thanks for sharing this  learned a lot,thanks for sharing this  learned a lot,thank for share this learn a lot,7
2813,you only get so many chances to be early to something that s actually good  i ve missed them before  this time  with alaxio  i m not hesitating,you only get so many chances to be early to something that s actually good  i ve missed them before  this time  with alaxio  i m not hesitating,you only get so many chance to be early to something that s actually good I ve miss they before this time with alaxio I m not hesitate,28
2814,of course because he is using the most peds and the best since his brothers are experts  also reyes beat his arse,of course because he is using the most peds and the best since his brothers are experts  also reyes beat his arse,of course because he be use the most ped and the good since his brother be expert also reye beat his arse,22
2815,cowardly,cowardly,cowardly,1
2816,turn to jesus before its to late he loves us all and he died for our sins so please turn to him before its to late and may god bless you,turn to jesus before its to late he loves us all and he died for our sins so please turn to him before its to late and may god bless you,turn to jesus before its to late he love we all and he die for our sin so please turn to he before its to late and may god bless you,31
2817,brutal,brutal,brutal,1
2818,i ve been dreaming of this moment  now next the sparring session  i m absolutely lost for words  my top two in the same room  i couldn t be happier 🤩🤩🤩,i ve been dreaming of this moment  now next the sparring session  i m absolutely lost for words  my top two in the same room  i couldn t be happier emoji_grinning_face_with_star_eyesemoji_grinning_face_with_star_eyesemoji_grinning_face_with_star_eyes,I ve be dream of this moment now next the spar session I m absolutely lose for word my top two in the same room I couldn t be happy emoji_grinning_face_with_star_eyesemoji_grinning_face_with_star_eyesemoji_grinning_face_with_star_eyes,31
2819,i love mma however most mma fans are the worst very ungrateful and disloyal,i love mma however most mma fans are the worst very ungrateful and disloyal,I love mma however most mma fan be the bad very ungrateful and disloyal,14
2820,who on this stream  honestly  believes that jon jones is not the best fighter in the world  i ll wait  francis would tear aspinal s head off  francis is questioning his ufc mortality  that s why he checked out  prove me wrong🎉,who on this stream  honestly  believes that jon jones is not the best fighter in the world  i ll wait  francis would tear aspinal s head off  francis is questioning his ufc mortality  that s why he checked out  prove me wrongemoji_party_popper,who on this stream honestly believe that jon jones be not the good fighter in the world I ll wait francis would tear aspinal s head off francis be question his ufc mortality that s why he check out prove I wrongemoji_party_popper,42
2821,jonjones is a goat  who is tom fought i don t even remember who he fought never heard of them any of them,jonjones is a goat  who is tom fought i don t even remember who he fought never heard of them any of them,jonjone be a goat who be tom fight I don t even remember who he fight never hear of they any of they,23
2822,we dont need jon to fight aspinal   he has cemented his greatness he is the number one mixed martial artist of all time  beating aspinal will elevate him to legendary dragon ball z super sayan status  but it is not necessary  we must not ask so much of our champions  especially generational ones like jon jones,we dont need jon to fight aspinal   he has cemented his greatness he is the number one mixed martial artist of all time  beating aspinal will elevate him to legendary dragon ball z super sayan status  but it is not necessary  we must not ask so much of our champions  especially generational ones like jon jones,we do not need jon to fight aspinal he have cement his greatness he be the number one mixed martial artist of all time beat aspinal will elevate he to legendary dragon ball z super sayan status but it be not necessary we must not ask so much of our champion especially generational one like jon jones,57
2823,hell of a father,hell of a father,hell of a father,4
2824,средневесы и полутяжи из юфс смотрятся намного крупнее  чем федя,средневесы и полутяжи из юфс смотрятся намного крупнее  чем федя,средневесы и полутяжи из юфс смотрятся намного крупнее чем федя,10
2825,tom will leather him👊,tom will leather himemoji_fisted_hand_sign,tom will leather himemoji_fisted_hand_sign,4
2826,😂😂😂😂😂😂😂😂,emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,1
2827,chael is so humble that he put his name off the p4p list and gave kamaru the opportunity to be  1,chael is so humble that he put his name off the p4p list and gave kamaru the opportunity to be  1,chael be so humble that he put his name off the p4p list and give kamaru the opportunity to be 1,21
2828,3 04 🤣,3 04 emoji_rolling_on_the_floor_laughing,3 04 emoji_rolling_on_the_floor_laughing,3
2829,seems like a nice guy,seems like a nice guy,seem like a nice guy,5
2830,it s crazy how jon was a coke head here but nick sounds tweaked out  while jon sounds like a realtor agent,it s crazy how jon was a coke head here but nick sounds tweaked out  while jon sounds like a realtor agent,it s crazy how jon be a coke head here but nick sound tweak out while jon sound like a realtor agent,22
2831,if poster honestly thinks bones is scared of anyone  yall don t know this sport,if poster honestly thinks bones is scared of anyone  yall don t know this sport,if poster honestly think bone be scared of anyone you all don t know this sport,16
2832,"1 00 fk off dana  he ducked francis  he 100  ducked tom
take that bs somwhere else 🙄🗑","1 00 fk off dana  he ducked francis  he 100  ducked tom
take that bs somwhere else emoji_face_with_rolling_eyesemoji_wastebasket",1 00 fk off dana he duck francis he 100 duck tom take that bs somwhere else emoji_face_with_rolling_eyesemoji_wastebasket,18
2833,fire,fire,fire,1
2834,"this is like the inside of my head right now 
it s like i m quitting  i m done 
i can t do this any more 
and the coach is my kids 
they tell my brain  no you can t quit 
the struggle is real","this is like the inside of my head right now 
it s like i m quitting  i m done 
i can t do this any more 
and the coach is my kids 
they tell my brain  no you can t quit 
the struggle is real",this be like the inside of my head right now it s like I m quit I m do I can t do this any more and the coach be my kid they tell my brain no you can t quit the struggle be real,45
2835,john really was that good lol  how about this john really is that good💪,john really was that good lol  how about this john really is that goodemoji_flexed_biceps,john really be that good lol how about this john really be that goodemoji_flexed_bicep,14
2836,tom called it  retired him without a fight,tom called it  retired him without a fight,tom call it retire he without a fight,8
2837,man he got worked bad,man he got worked bad,man he get work bad,5
2838,not bisping with the clickbait thats why ross perot smoked you off,not bisping with the clickbait thats why ross perot smoked you off,not bispe with the clickbait that s why ross perot smoke you off,13
2839,i 100  believe jon jones is an actual psychopath there is just too much evidence,i 100  believe jon jones is an actual psychopath there is just too much evidence,I 100 believe jon jones be an actual psychopath there be just too much evidence,15
2840,i don t know man i think those three kicks to the balls was determining factor of that match,i don t know man i think those three kicks to the balls was determining factor of that match,I don t know man I think those three kick to the ball be determine factor of that match,19
2841,even khabib was not this cowardly   he actually fought mcgregor and then retired jon s didn t even want to fight tom,even khabib was not this cowardly   he actually fought mcgregor and then retired jon s didn t even want to fight tom,even khabib be not this cowardly he actually fight mcgregor and then retire jon s didn t even want to fight tom,22
2842,lyoto  has the best fighting style  ever  just dangerous  much respect to one of the best,lyoto  has the best fighting style  ever  just dangerous  much respect to one of the best,lyoto have the good fighting style ever just dangerous much respect to one of the good,16
2843,very simple how he does it juice lots of juice,very simple how he does it juice lots of juice,very simple how he do it juice lot of juice,10
2844,to say jon bones jones the literal goat of the sport period is scared of anyone is the words of an ignorant knuckle dragging retard,to say jon bones jones the literal goat of the sport period is scared of anyone is the words of an ignorant knuckle dragging retard,to say jon bones jones the literal goat of the sport period be scared of anyone be the word of an ignorant knuckle drag retard,25
2845,"people in the comments never competed for anything in their life and it shows  
i don t like this fucker but let s not get his personality get twisted with his fighting ability when he was in the ufc","people in the comments never competed for anything in their life and it shows  
i don t like this fucker but let s not get his personality get twisted with his fighting ability when he was in the ufc",people in the comment never compete for anything in their life and it show I don t like this fucker but let s not get his personality get twist with his fighting ability when he be in the ufc,39
2846,dope,dope,dope,1
2847,jj would smash him   all that talk for nothing,jj would smash him   all that talk for nothing,jj would smash he all that talk for nothing,9
2848,i ain t never seen anyone does suplex in mma till now 😂,i ain t never seen anyone does suplex in mma till now emoji_face_with_tears_of_joy,I ain t never see anyone do suplex in mma till now emoji_face_with_tears_of_joy,13
2849,3 15,3 15,3 15,2
2850,once you test hot for steroids not just once but a few times  thats it mike b  no goat  please quit w that   gsp sure might m sure  but not jones the steroid cheat like his brothers  nfl,once you test hot for steroids not just once but a few times  thats it mike b  no goat  please quit w that   gsp sure might m sure  but not jones the steroid cheat like his brothers  nfl,once you test hot for steroid not just once but a few time that s it mike b no goat please quit w that gsp sure might m sure but not jones the steroid cheat like his brother nfl,39
2851,wtf     no class  like an englishmen  at lest they conqour and divide with a vertain flair  unlike bone,wtf     no class  like an englishmen  at lest they conqour and divide with a vertain flair  unlike bone,wtf no class like an englishman at lest they conqour and divide with a vertain flair unlike bone,18
2852,is he on drugs,is he on drugs,be he on drug,4
2853,it would ve been way worse if he was choked unconscious  then he would ve teabagged all he wanted,it would ve been way worse if he was choked unconscious  then he would ve teabagged all he wanted,it would ve be way bad if he be choke unconscious then he would ve teabagge all he want,19
2854,another disastrous stoppage by keith peterson  omg dana white can t fire this guy  i mean he is notorious for his stupid stoppages  look at henry cejuro and d cruiz,another disastrous stoppage by keith peterson  omg dana white can t fire this guy  i mean he is notorious for his stupid stoppages  look at henry cejuro and d cruiz,another disastrous stoppage by keith peterson omg dana white can t fire this guy I mean he be notorious for his stupid stoppage look at henry cejuro and d cruiz,30
2855,run jonny  run jonny  run run run  tom aspinall,run jonny  run jonny  run run run  tom aspinall,run jonny run jonny run run run tom aspinall,9
2856,funny that on the backdrop behind jones it says wing stop  right behind the duck lol,funny that on the backdrop behind jones it says wing stop  right behind the duck lol,funny that on the backdrop behind jones it say wing stop right behind the duck lol,16
2857,jones have so much reach than everyone else look a child in the cage with him,jones have so much reach than everyone else look a child in the cage with him,jones have so much reach than everyone else look a child in the cage with he,16
2858,once a quitter always a quitter  sad but its biggest quote in combat  no warrior ever quits even if they on verge of death,once a quitter always a quitter  sad but its biggest quote in combat  no warrior ever quits even if they on verge of death,once a quitter always a quitter sad but its big quote in combat no warrior ever quit even if they on verge of death,24
2859,then give up the belt  you re holding up the whole division by not fighting him  you don t need a belt at this point,then give up the belt  you re holding up the whole division by not fighting him  you don t need a belt at this point,then give up the belt you re hold up the whole division by not fight he you don t need a belt at this point,25
2860,tom is such an unlucky ambitious guy  ufc chooses to cling on to the legend  which is completely reasonable  tom will never have his fight with jon  he will crush him anyway  as well as ufc s money and image if that ever happens  look at poor old mike  even when tom beats up the old man  which he definitely will  i don t think anyone is winning  this costs much more than it should earns  but overall  i understand jon still has to have to fight in order to make progress in his career  doesn t matter jon or someone else  that s why he s very unfortunate,tom is such an unlucky ambitious guy  ufc chooses to cling on to the legend  which is completely reasonable  tom will never have his fight with jon  he will crush him anyway  as well as ufc s money and image if that ever happens  look at poor old mike  even when tom beats up the old man  which he definitely will  i don t think anyone is winning  this costs much more than it should earns  but overall  i understand jon still has to have to fight in order to make progress in his career  doesn t matter jon or someone else  that s why he s very unfortunate,tom be such an unlucky ambitious guy ufc choose to cling on to the legend which be completely reasonable tom will never have his fight with jon he will crush he anyway as well as ufc s money and image if that ever happens look at poor old mike even when tom beat up the old man which he definitely will I don t think anyone be win this cost much more than it should earn but overall I understand jon still have to have to fight in order to make progress in his career doesn t matter jon or someone else that s why he s very unfortunate,109
2861,jones should just vacate the belt,jones should just vacate the belt,jones should just vacate the belt,6
2862,its funny that after a life of achievement  the only way you could sum up jones is that hes a dick head,its funny that after a life of achievement  the only way you could sum up jones is that hes a dick head,its funny that after a life of achievement the only way you could sum up jones be that he s a dick head,23
2863,jon jones is not the goat in this sport,jon jones is not the goat in this sport,jon jones be not the goat in this sport,9
2864,i agree with mighty mouse,i agree with mighty mouse,I agree with mighty mouse,5
2865,4 42 strickland for wolverine or sabertooth,4 42 strickland for wolverine or sabertooth,4 42 strickland for wolverine or sabertooth,7
2866,yeesh,yeesh,yeesh,1
2867,reyes win that fight every one knows that besides dana white,reyes win that fight every one knows that besides dana white,reye win that fight every one know that besides dana white,11
2868,aspinall will knock this junkie out in 1,aspinall will knock this junkie out in 1,aspinall will knock this junkie out in 1,8
2869,6 47,6 47,6 47,2
2870,well deserved stipe wish you all the best,well deserved stipe wish you all the best,well deserve stipe wish you all the good,8
2871,i would advise aspinall to leave ufc and fight ngannou  everyone already sees him as the real ufc heavyweight and he will make more money in that ngannou fight than dana will give him over his entire carreer,i would advise aspinall to leave ufc and fight ngannou  everyone already sees him as the real ufc heavyweight and he will make more money in that ngannou fight than dana will give him over his entire carreer,I would advise aspinall to leave ufc and fight ngannou everyone already see he as the real ufc heavyweight and he will make more money in that ngannou fight than dana will give he over his entire carreer,38
2872,"13 02   dana doesn t know francis  nickname is  predator   

i never understood dana s hate for francis  jon jones has done far more to elicit dana s hate  all francis did was leave the organization on top with the belt","13 02   dana doesn t know francis  nickname is  predator   

i never understood dana s hate for francis  jon jones has done far more to elicit dana s hate  all francis did was leave the organization on top with the belt",13 02 dana doesn t know francis nickname be predator I never understand dana s hate for francis jon jones have do far more to elicit dana s hate all francis do be leave the organization on top with the belt,41
2873,"hello jhon 
 tom aspinall","hello jhon 
 tom aspinall",hello jhon tom aspinall,4
2874,prime fedor,prime fedor,prime fedor,2
2875,he s going to take aspinal fight at the end  or may both,he s going to take aspinal fight at the end  or may both,he s go to take aspinal fight at the end or may both,13
2876,i d way rather see jones vs alex he actually made sense here for sure,i d way rather see jones vs alex he actually made sense here for sure,I d way rather see jones vs alex he actually make sense here for sure,15
2877,can we also agree he was low key ducking  a rematch with reyes,can we also agree he was low key ducking  a rematch with reyes,can we also agree he be low key ducking a rematch with reyes,13
2878,are you done yet 😂😂 jones is a prick he was so throwed off and offended   hes a cheating prick  thats funny,are you done yet emoji_face_with_tears_of_joyemoji_face_with_tears_of_joy jones is a prick he was so throwed off and offended   hes a cheating prick  thats funny,be you do yet emoji_face_with_tears_of_joyemoji_face_with_tears_of_joy jones be a prick he be so throw off and offend he s a cheat prick that s funny,24
2879,president putin didn t give him nor his late father  20mil worth of property,president putin didn t give him nor his late father  20mil worth of property,president putin didn t give he nor his late father 20mil worth of property,14
2880,he cant almost 7 years old miocic but tom  fake wants to fight fighters with nk wrestling  slow and old guys fake bullshit,he cant almost 7 years old miocic but tom  fake wants to fight fighters with nk wrestling  slow and old guys fake bullshit,he can not almost 7 year old miocic but tom fake want to fight fighter with nk wrestling slow and old guy fake bullshit,24
2881,bones  presence is undeniable  imagine what he could ve accomplished being sober 😌😔🙏🏻🤙🏻🤟🏻,bones  presence is undeniable  imagine what he could ve accomplished being sober emoji_relieved_faceemoji_pensive_faceemoji_person_with_folded_handsemoji_emoji_modifier_fitzpatrick_type_1_2emoji_call_me_handemoji_emoji_modifier_fitzpatrick_type_1_2emoji_i_love_you_hand_signemoji_emoji_modifier_fitzpatrick_type_1_2,bone presence be undeniable imagine what he could ve accomplish be sober emoji_relieved_faceemoji_pensive_faceemoji_person_with_folded_handsemoji_emoji_modifier_fitzpatrick_type_1_2emoji_call_me_handemoji_emoji_modifier_fitzpatrick_type_1_2emoji_i_love_you_hand_signemoji_emoji_modifier_fitzpatrick_type_1_2,13
2882,almeida will smoke lewis,almeida will smoke lewis,almeida will smoke lewis,4
2883,claiming someone is too big and too young when you re the heavyweight champion of the world  what a joke,claiming someone is too big and too young when you re the heavyweight champion of the world  what a joke,claim someone be too big and too young when you re the heavyweight champion of the world what a joke,20
2884,i can t believe the ref even noticed jon jones suffered from a broken toe and stopped the fight  but chael being the class act he is didn t wanna take the w this way  amazing fight,i can t believe the ref even noticed jon jones suffered from a broken toe and stopped the fight  but chael being the class act he is didn t wanna take the w this way  amazing fight,I can t believe the ref even notice jon jones suffer from a broken toe and stop the fight but chael be the class act he be didn t wanna take the w this way amazing fight,37
2885,the strip jones comments actually worked 😂,the strip jones comments actually worked emoji_face_with_tears_of_joy,the strip jones comment actually work emoji_face_with_tears_of_joy,7
2886,dc still wakes up crying   jon would really steal his life for some bs like that   and with a quickness,dc still wakes up crying   jon would really steal his life for some bs like that   and with a quickness,dc still wake up cry jon would really steal his life for some bs like that and with a quickness,20
2887,i ve been out of the ufc loop for a while  is jon jones fighting again,i ve been out of the ufc loop for a while  is jon jones fighting again,I ve be out of the ufc loop for a while be jon jones fight again,16
2888,i say the exact same thing from day 1,i say the exact same thing from day 1,I say the exact same thing from day 1,9
2889,ufc 316,ufc 316,ufc 316,2
2890,he murdered that clown,he murdered that clown,he murder that clown,4
2891,tom aspinal is true champion right now jon jones good in his prime but this is the fight we want to see  let s go champs,tom aspinal is true champion right now jon jones good in his prime but this is the fight we want to see  let s go champs,tom aspinal be true champion right now jon jones good in his prime but this be the fight we want to see let s go champ,26
2892,despite the loss  this was a great moment   even sakakibara was there   fedor was one of a kind and a treasure to the sport   wish him all the best,despite the loss  this was a great moment   even sakakibara was there   fedor was one of a kind and a treasure to the sport   wish him all the best,despite the loss this be a great moment even sakakibara be there fedor be one of a kind and a treasure to the sport wish he all the good,29
2893,i wanna see him takedown ngannou,i wanna see him takedown ngannou,I wanna see he takedown ngannou,6
2894,💪💪✝ 👑🥋🏋 ♂,emoji_flexed_bicepsemoji_flexed_bicepsemoji_latin_cross emoji_crownemoji_martial_arts_uniformemoji_weight_lifter emoji_male_sign,emoji_flexed_bicepsemoji_flexed_bicepsemoji_latin_cross emoji_crownemoji_martial_arts_uniformemoji_weight_lifter emoji_male_sign,3
2895,or you a psychopath,or you a psychopath,or you a psychopath,4
2896,3 00🤣🤣🤣 such a legendary fight from start to finish,3 00emoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughing such a legendary fight from start to finish,3 00emoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughing such a legendary fight from start to finish,10
2897,nobody cares more about jon fighting then ariel and his kiss ass team  stop blaming everything on jon and start questioning tom for not moving on and fighting someone else if jon isnt going to fight he should be fighting other people,nobody cares more about jon fighting then ariel and his kiss ass team  stop blaming everything on jon and start questioning tom for not moving on and fighting someone else if jon isnt going to fight he should be fighting other people,nobody care more about jon fight then ariel and his kiss ass team stop blame everything on jon and start question tom for not move on and fight someone else if jon be not go to fight he should be fight other people,43
2898,idiot kicked man s dick several times,idiot kicked man s dick several times,idiot kick man s dick several time,7
2899,without mistakes there is no learning  notice how calm jon was compared to dc 🤣,without mistakes there is no learning  notice how calm jon was compared to dc emoji_rolling_on_the_floor_laughing,without mistake there be no learning notice how calm jon be compare to dc emoji_rolling_on_the_floor_laughing,15
2900,if jones beats aspinall  he fights pereira  no doubt in my mind,if jones beats aspinall  he fights pereira  no doubt in my mind,if jones beats aspinall he fight pereira no doubt in my mind,12
2901,jones the goat 🐐,jones the goat emoji_goat,jones the goat emoji_goat,4
2902,he definitely orchestrated that speech,he definitely orchestrated that speech,he definitely orchestrate that speech,5
2903,finally,finally,finally,1
2904,lionheart should ve retired after the petrino win,lionheart should ve retired after the petrino win,lionheart should ve retire after the petrino win,8
2905,love the pod and the true hw champ🔥🔥🔥,love the pod and the true hw champemoji_fireemoji_fireemoji_fire,love the pod and the true hw champemoji_fireemoji_fireemoji_fire,8
2906,🦆,emoji_duck,emoji_duck,1
2907,lost control family issues,lost control family issues,lose control family issue,4
2908,5 8 in his last 13 fights over the past 5 years  he s been pretty predictably average since  well  forever i guess,5 8 in his last 13 fights over the past 5 years  he s been pretty predictably average since  well  forever i guess,5 8 in his last 13 fight over the past 5 year he s be pretty predictably average since well forever I guess,23
2909,gostaria de ver jones perder ou pro aspinal ou pro alex,gostaria de ver jones perder ou pro aspinal ou pro alex,gostaria de ver jones perder ou pro aspinal ou pro alex,11
2910,which is worst  drinking or smoking weed,which is worst  drinking or smoking weed,which be bad drink or smoking weed,7
2911,told you that the ufc doesn t need jon haha,told you that the ufc doesn t need jon haha,tell you that the ufc doesn t need jon haha,10
2912,this was a joke and the ufc is a pointless organization now,this was a joke and the ufc is a pointless organization now,this be a joke and the ufc be a pointless organization now,12
2913,jon jones the steroid cheat,jon jones the steroid cheat,jon jones the steroid cheat,5
2914,jon jone no le gana a ngannou,jon jone no le gana a ngannou,jon jone no le gana a ngannou,7
2915,jon fought tons of people way older then him 😄 🤣,jon fought tons of people way older then him emoji_smiling_face_with_open_mouth_and_smiling_eyes emoji_rolling_on_the_floor_laughing,jon fight ton of people way old then he emoji_smiling_face_with_open_mouth_and_smiling_eyes emoji_rolling_on_the_floor_laughing,11
2916,still can t believe that sonnen was able to dominate and finish jones in this manner,still can t believe that sonnen was able to dominate and finish jones in this manner,still can t believe that sonnen be able to dominate and finish jones in this manner,16
2917,honestly can someone loop me in  is che actually jewish  can t tell if its tongue in cheek or not,honestly can someone loop me in  is che actually jewish  can t tell if its tongue in cheek or not,honestly can someone loop I in be che actually jewish can t tell if its tongue in cheek or not,20
2918,daniel  do what i couldn t  cormier,daniel  do what i couldn t  cormier,daniel do what I couldn t cormier,7
2919,i rather this approach than to see the robert downey jr interviewer situation  remember when the british channel 4 interviewer started asking him questions bout his dad  the vibe was off from the beginning and robert could tell but folks try to push through and hive the benefit of the doubt  nah  that is the beauty of maturity  not doing what you don t have to  following your gut is a privilege these days,i rather this approach than to see the robert downey jr interviewer situation  remember when the british channel 4 interviewer started asking him questions bout his dad  the vibe was off from the beginning and robert could tell but folks try to push through and hive the benefit of the doubt  nah  that is the beauty of maturity  not doing what you don t have to  following your gut is a privilege these days,I rather this approach than to see the robert downey jr interviewer situation remember when the british channel 4 interviewer start ask he question bout his dad the vibe be off from the beginning and robert could tell but folk try to push through and hive the benefit of the doubt nah that be the beauty of maturity not do what you don t have to follow your gut be a privilege these day,74
2920,should be using a duck sound effect instead of a goat one 😂,should be using a duck sound effect instead of a goat one emoji_face_with_tears_of_joy,should be use a duck sound effect instead of a goat one emoji_face_with_tears_of_joy,13
2921,you haven t ever been in shape bro,you haven t ever been in shape bro,you haven t ever be in shape bro,8
2922,for a guy that didn t cuts weight  jon looks dead,for a guy that didn t cuts weight  jon looks dead,for a guy that didn t cut weight jon look dead,11
2923,dude i m not gonna fkn lie i think potan would starch tf outta jones and genuinely i think jones is the goat it s just looking like jones is way to slow and open for an assassin like potan who still retains all his power at his age,dude i m not gonna fkn lie i think potan would starch tf outta jones and genuinely i think jones is the goat it s just looking like jones is way to slow and open for an assassin like potan who still retains all his power at his age,dude I m not go to fkn lie I think potan would starch tf outta jones and genuinely I think jones be the goat it s just look like jones be way to slow and open for an assassin like potan who still retain all his power at his age,50
2924,third comment   this is all dana needed to make aspinall v pereira   jin is gonna want the winner when we all forget about him i hope they tel him no,third comment   this is all dana needed to make aspinall v pereira   jin is gonna want the winner when we all forget about him i hope they tel him no,third comment this be all dana need to make aspinall v pereira jin be go to want the winner when we all forget about he I hope they tel he no,31
2925,strip jones,strip jones,strip jones,2
2926,what a terrible terrible person  low quality individual,what a terrible terrible person  low quality individual,what a terrible terrible person low quality individual,8
2927,dcs head kick shouldve been number one,dcs head kick shouldve been number one,dcs head kick should ve be number one,8
2928,amazing fighter  garbage person,amazing fighter  garbage person,amazing fighter garbage person,4
2929,francis was never my friend,francis was never my friend,francis be never my friend,5
2930,decisions made in the heat of the moment   can lead to a lifetime of regret  unless you are an aging ufc champion   then it s    thanks for the members   respect jsp,decisions made in the heat of the moment   can lead to a lifetime of regret  unless you are an aging ufc champion   then it s    thanks for the members   respect jsp,decision make in the heat of the moment can lead to a lifetime of regret unless you be an age ufc champion then it s thank for the member respect jsp,31
2931,biggest weightbully 🦬of all time walks around at 200lbs natural weight🤡,biggest weightbully emoji_bisonof all time walks around at 200lbs natural weightemoji_clown_face,big weightbully emoji_bisonof all time walk around at 200lbs natural weightemoji_clown_face,11
2932,ppl in here talking sh t about john fighting go tell him and sign a form were ever he is and see just how dangerous he still is 💯😎,ppl in here talking sh t about john fighting go tell him and sign a form were ever he is and see just how dangerous he still is emoji_hundred_points_symbolemoji_smiling_face_with_sunglasses,ppl in here talk sh t about john fighting go tell he and sign a form be ever he be and see just how dangerous he still be emoji_hundred_points_symbolemoji_smiling_face_with_sunglasses,29
2933,he s tryna lock in  can t lock in when people are trying to bait him into saying things he doesn t want to say or be asked  that was actually a boss move if you ask me  iknow people say he s ducking but that was a smart move if he wants to win this fight,he s tryna lock in  can t lock in when people are trying to bait him into saying things he doesn t want to say or be asked  that was actually a boss move if you ask me  iknow people say he s ducking but that was a smart move if he wants to win this fight,he s tryna lock in can t lock in when people be try to bait he into say thing he doesn t want to say or be ask that be actually a boss move if you ask I iknow people say he s duck but that be a smart move if he want to win this fight,57
2934,the interim belt is a guarantee next title shot  but sadly danas boyfriends gets to break the rules and fight 50yr olds,the interim belt is a guarantee next title shot  but sadly danas boyfriends gets to break the rules and fight 50yr olds,the interim belt be a guarantee next title shoot but sadly dana boyfriend get to break the rule and fight 50yr old,22
